Site,PossesionType,Opponent,Outcome,ShotType,PrimaryPlayType,PrimaryDirection,PrimaryAction,SecondaryPlayType,SecondaryDirection,SecondaryAction
Home,Offense,ROY,2pmi,To Basket,Off Screens,Left,Straight,None,None,None
Home,Defense,ROY,Turnover,To Basket,Transition,None,Ball Handler,None,None,None
Home,Offense,ROY,3pmi,No Dribble Jumper,Spot Ups,None,Shot,None,None,None
Home,Defense,ROY,And1,To Basket,Transition,None,Right Wing,None,None,None
Home,Offense,ROY,2pMa,To Basket,Transition,None,Left Wing,None,None,None
Home,Defense,ROY,2pmi,To Basket,PNR,Right,Off,None,None,None
Home,Offense,ROY,2pMa,To Basket,Transition,None,Leak Outs,None,None,None
Home,Defense,ROY,Turnover,N/A,PNR,High,Off,P&R Roll Man,None,Pop
Home,Offense,ROY,3pmi,No Dribble Jumper,Off Screens,Right,Straight,None,None,None
Home,Defense,ROY,3pmi,No Dribble Jumper,Off Screens,Right,Flare,None,None,None
Home,Offense,ROY,Foul,To Basket,Transition,None,Right Wing,None,None,None
Home,Defense,ROY,Turnover,N/A,Misc,None,None,None,None,None
Home,Offense,ROY,2pmi,To Basket,Cuts,None,Screen,None,None,None
Home,Defense,ROY,2pmi,To Basket,PNR,High,Off,None,None,None
Home,Defense,ROY,2pmi,Dribble Jumper,PNR,High,Off,None,None,None
Home,Offense,ROY,3pmi,No Dribble Jumper,Spot Ups,None,Shot,None,None,None
Home,Defense,ROY,2pmi,To Basket,Misc,None,None,None,None,None
Home,Offense,ROY,Turnover,To Basket,Off Screens,Right,Straight,None,None,None
Home,Defense,ROY,2pmi,To Basket,PNR,High,Off,None,None,None
Home,Offense,ROY,Turnover,N/A,Off Screens,Left,Curl,None,None,None
Home,Defense,ROY,2pmi,To Basket,Transition,None,Ball Handler,None,None,None
Home,Offense,ROY,2pMa,To Basket,Transition,None,Leak Outs,None,None,None
Home,Defense,ROY,3pmi,Dribble Jumper,PNR,Left,Off,None,None,None
Home,Offense,ROY,3pmi,No Dribble Jumper,Spot Ups,None,Shot,None,None,None
Home,Defense,ROY,3pmi,No Dribble Jumper,PNR,Left,Off,Spot Ups,None,Shot
Home,Offense,ROY,2pMa,No Dribble Jumper,Iso,Top,None,Spot Ups,None,Shot
Home,Defense,ROY,2pMa,To Basket,Post,Left,None,Cuts,None,Basket
Home,Offense,ROY,Foul,To Basket,PNR,High,Off,Spot Ups,Left,Drive
Home,Defense,ROY,2pmi,Hook Shot,Post,Middle,Dribble Move,None,None,None
Home,Offense,ROY,2pmi,Dribble Jumper,Transition,None,Ball Handler,None,None,None
Home,Defense,ROY,2pMa,To Basket,Cuts,None,Screen,None,None,None
Home,Offense,ROY,2pMa,To Basket,Cuts,None,Flash,None,None,None
Home,Defense,ROY,2pMa,To Basket,Post,Left,Dribble Move,Cuts,None,Basket
Home,Offense,ROY,3pmi,Dribble Jumper,PNR,High,Away,None,None,None
Home,Defense,ROY,3pMa,No Dribble Jumper,Hand Offs,Left,Dribble,None,None,None
Home,Offense,ROY,3pMa,No Dribble Jumper,PNR,High,Away,Spot Ups,None,Shot
Home,Defense,ROY,2pmi,To Basket,PNR,Left,Off,None,None,None
Home,Offense,ROY,2pmi,To Basket,Spot Ups,Left,Drive,None,None,None
Home,Defense,ROY,Turnover,N/A,Transition,None,Ball Handler,None,None,None
Home,Offense,ROY,2pmi,To Basket,Misc,None,None,None,None,None
Home,Defense,ROY,3pmi,No Dribble Jumper,Transition,None,Right Wing,None,None,None
Home,Defense,ROY,3pmi,No Dribble Jumper,Spot Ups,None,Shot,None,None,None
Home,Defense,ROY,3pmi,No Dribble Jumper,Spot Ups,None,Shot,None,None,None
Home,Offense,ROY,2pmi,To Basket,Spot Ups,Left,Drive,None,None,None
Home,Defense,ROY,3pMa,Dribble Jumper,Transition,None,Right Wing,None,None,None
Home,Offense,ROY,2pmi,Dribble Jumper,PNR,Right,Away,None,None,None
Home,Defense,ROY,2pmi,To Basket,Hand Offs,Top,Dribble,None,None,None
Home,Offense,ROY,Foul,Dribble Jumper,Spot Ups,Right,Drive,None,None,None
Home,Defense,ROY,2pMa,To Basket,PNR,High,Off,None,None,None
Home,Offense,ROY,2pmi,To Basket,PNR,High,Away,None,None,None
Home,Defense,ROY,3pMa,Dribble Jumper,PNR,High,Off,None,None,None
Home,Offense,ROY,Turnover,N/A,PNR,Right,Off,None,None,None
Home,Defense,ROY,3pmi,No Dribble Jumper,Off Screens,Right,Flare,None,None,None
Home,Offense,ROY,2pmi,To Basket,PNR,High,Away,None,None,None
Home,Defense,ROY,2pMa,Dribble Jumper,Transition,None,Ball Handler,None,None,None
Home,Offense,ROY,2pMa,To Basket,Cuts,None,Screen,None,None,None
Home,Defense,ROY,3pMa,No Dribble Jumper,PNR,Right,None,None,None,None
Home,Offense,ROY,Turnover,N/A,Spot Ups,Right,Drive,None,None,None
Home,Defense,ROY,2pMa,To Basket,Transition,None,Ball Handler,None,None,None
Home,Offense,ROY,2pmi,To Basket,Cuts,None,Flash,None,None,None
Home,Defense,ROY,2pMa,Dribble Jumper,PNR,High,Off,None,None,None
Home,Offense,ROY,2pMa,To Basket,Spot Ups,Left,Drive,None,None,None
Home,Defense,ROY,2pmi,Dribble Jumper,Iso,Top,None,None,None,None
Home,Defense,ROY,2pMa,To Basket,PNR,High,Off,Cuts,None,Basket
Home,Offense,ROY,3pmi,Dribble Jumper,PNR,High,Off,None,None,None
Home,Defense,ROY,2pmi,To Basket,Post,Left,Dribble Move,Cuts,None,Basket
Home,Offense,ROY,2pmi,Dribble Jumper,Transition,None,Ball Handler,None,None,None
Home,Defense,ROY,Foul,To Basket,Transition,None,Ball Handler,None,None,None
Home,Offense,ROY,Foul,To Basket,PNR,High,Off,Cuts,None,Basket
Home,Defense,ROY,Turnover,To Basket,Cuts,None,Screen,None,None,None
Home,Offense,ROY,2pmi,To Basket,Spot Ups,Left,Drive,None,None,None
Home,Defense,ROY,3pmi,No Dribble Jumper,PNR,Left,Off,Spot Ups,None,Shot
Home,Defense,ROY,2pMa,To Basket,Cuts,None,Basket,None,None,None
Home,Offense,ROY,2pmi,To Basket,Iso,Top,None,None,None,None
Home,Defense,ROY,And1,Dribble Jumper,Off Screens,Right,Straight,None,None,None
Home,Offense,ROY,3pmi,No Dribble Jumper,Hand Offs,Top,Dribble,None,None,None
Home,Defense,ROY,Foul,N/A,Transition,None,Ball Handler,None,None,None
Home,Offense,ROY,Turnover,N/A,Transition,None,Ball Handler,None,None,None
Home,Defense,ROY,Foul,N/A,Misc,None,None,None,None,None
Home,Offense,ROY,2pmi,To Basket,Spot Ups,Right,Drive,None,None,None
Home,Defense,ROY,2pmi,To Basket,Spot Ups,Right,Drive,None,None,None
Home,Offense,ROY,3pmi,No Dribble Jumper,Transition,None,Left Wing,None,None,None
