Player,Team,TotalPlays,Total3ptShots,Total3ptMakes,3pt%,Total2ptShots,Total2ptMakes,2pt%,TotalMidRangeShots,TotalMidRangeMakes,MidRange%,EFG%,Turnover,Foul
Josiah Turner,Rochester Institute of Technology Tigers,15,0,0,NULL,11,9,81.8182,0,0,NULL,81.81818,3,1
Kenny Wilburn,Rochester Institute of Technology Tigers,7,0,0,NULL,4,0,0.0000,0,0,NULL,0.00000,3,0
Nolan Smih,Rochester Institute of Technology Tigers,2,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,1,0
Finn Cork,Clarkson University Golden Knights,2,0,0,NULL,2,0,0.0000,0,0,NULL,0.00000,0,0
Chase Dickens,Rochester Institute of Technology Tigers,2,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,1
Adam Dudzinski,St. Lawrence Saints,2,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,1
Carter Meshanic,Hobart College Statesmen,2,0,0,NULL,0,0,NULL,0,0,NULL,NULL,2,0
Sean Wilcox,Bard College,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Triston Wennersten,Ithaca College,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
Andrew Deppe,Rensselaer Polytechnic,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Connor Recore,St. John Fisher Cardinals,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Daniel Cook,St. John Fisher Cardinals,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Tyler Cardello,Elmira,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Isaiah Washington,Hobart College Statesmen,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Evan Cabral,Ithaca College,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Avery Eugster,Rensselaer Polytechnic,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Jonny Angbazo,Rensselaer Polytechnic,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Christian Dufort,Union (NY) Dutchmen,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
Matt Caggiano,Rochester Institute of Technology Tigers,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
Dorian Paki,Hobart College Statesmen,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Ryan Lucey,Hobart College Statesmen,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Nate Tawiah-Boateng,Rensselaer Polytechnic,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Dyland Matchett,Rensselaer Polytechnic,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
Aren Cummings,Union (NY) Dutchmen,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
Rowan Heinze,Bard College,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Riley Spencer,Elmira,1,0,0,NULL,0,0,NULL,0,0,NULL,NULL,0,1
Brandon Chung,Gallaudet University Bison,1,0,0,NULL,1,0,0.0000,0,0,NULL,0.00000,0,0
Andrew Cowan,St. Lawrence Saints,1,0,0,NULL,1,1,100.0000,0,0,NULL,100.00000,0,0
